url,title,text,age,city,status,body,zodiac,diet,facial hair,drinks,eye color,religion
http://providence.craigslist.org/stp/5436896821.html,Night Owl here - m4w,"
I usually stay up til like 3 AM and just surf the net. I would like to find any other late niters so we can have a conversation. So if you are up late and want to chat about whatever get back to me, thanks.
",59,providence,,,,,,,,
http://providence.craigslist.org/stp/5425609095.html,come spend the night/vice versa?! - m4w,"
any other night owls looking for a cuddle buddy? 
friends only, lets cuddle and get cozy..
come here, or i can come over :)
white male in my 20's, email if ur into this, ill give u my number, and make this happen!
",,providence,,,,,,,,
http://providence.craigslist.org/stp/5436926349.html,Girl friends only totally plantioc - w4w,"
Are there any real normal sane females out there ? I'm 29 have a job license car place to live and hopefully you do as well. I'm not a cab or a bank I'm a friend I want to hang out with you not drive you to see other people. Do you like the gym tanning fitness nails dining out karaoke the beach do u just like having fun then message me totally real legit can voice verify text Facebook and meet in person. Let's make 2016 an adventure. Please no games drama bullshit.
",29,providence,,,,,,,,
http://providence.craigslist.org/stp/5397035299.html,Rent-a-Husband - m4w,"
Please read fully. This is NOT a post for sex, or anything like that.

I am an out of work professional and am available for those chores/tasks (AKA, ""Honey, can you fix this, or put up that, or move that?"") How many times have you wished that you had a resource that could help you with various things around your home?

I am an engineer, have had a thorough background check, do not have any criminal history, do not smoke, and do not do drugs of any kind. I am merely offering my services to those that would appreciate them.

I am in my early 50s and am handy. I am quite adept at installing technology, fixing things around the home, and especially good with computers. I am also available for tutoring any science (except biology) and any math up to and including Calculus I. I have been told that I am a gentleman, easy to talk with, and polite. I have also been told that I have a guy next door (easygoing) personality.

Rates are based on the task and quite reasonable. I live in Jamestown and am serving the surrounding communities and South County.

Again, this is a serious post, and I am in no way looking for anything more than to provide you with a handyman type of service. I am after all very much a gentleman.

Thank you for reading.

PS
No job is too small, and when in doubt, just ask.
",,providence,,,,,,,,
http://providence.craigslist.org/stp/5418196567.html,Married friend - m4w,"
body : athletic height : 6'3"" (190cm)

Hello. �
I'm looking for a married woman for friendship and to share things in common which are many( good and bad)since we're both married. 
I do like to see who I'm talking to so I would like to share pics. If there's a connection after a while and there's mutual attraction, maybe we can meet for a coffee. 
I am looking for a woman who is friendly and attractive. I'm not looking to change anyone's life
I am tall with nice eyes and smile(yes I had braces lol), college educated with a good job.
Put favorite band/musician in subject line so I know you're real.
",,providence,,athletic,,,,,,
http://providence.craigslist.org/stp/5429918883.html,married man looking for email texting friend - m4w,"
Hi,
I'm a married man..,50 y/o...190lbs..5'11
Just looking to exchange email or text on and off when time allows. You can be married..single...divorced..does'nt.matter. We could talk about anything other than politics or religion...lol. I have varied interest and hobbies. Looking for an open minded, fun loving lady who likes to shoot the breeze. If your interested, please feel free to contact me...thanks.
",50,providence,married,,,,,,,
http://providence.craigslist.org/stp/5436767376.html,Texting friend - m4w,"
Hello there. Thank you for taking the time to look at my ad. I love to text sort of a hobby. I also love talking to new people. I want to be up front we are going to email a couple of times before I just hand out my phone number. I want to be sure the person I am talking to is real. I do not like to talk on the phone so please do not call me. I am putting this in the platonic section because I have no problems with us being friends. I will say I do like flirting even if you are my friend. I am not opposed to things developing if it happens but I do not want to lead anyone on and not what I am looking for but no one knows. If there is anything that you want to know about me feel free to ask. Please change the subject line to something original so I can weed out the bots.
",40,providence,,,,,,,,
http://providence.craigslist.org/stp/5432079047.html,Your Psychic Friend - m4w,"
Have you ever wanted confirmation, or clarification about what is happening in your life?

Do your own thoughts at times distort or override your own intuitive instincts?

Are you curious, as to how accurate and meaningful a reading would be to you?

I am blessed to have worked with my gifts extensively over the past few years. I do readings for friends, and other business associates. My accuracy in discerning and reading energy with very little information has been affirmed over and over again.

What I am offering for you today is a simple one card reading. All that I ask is that you reply to this post and provide your ""First Name"" in the subject line.

If you find the one card reading relevant, you can ask for more information about other types of readings I do. I do these readings for ""free"" and will never ask you for money. 

I am a male in my early 40's who doesn't live in your area. I am not looking for a date. I am simple offering to share my gifts with you. Have a blessed and wonderful day.
",,providence,,,,,,,,
http://providence.craigslist.org/stp/5436615673.html,Super Bowl Friend - m4w,"
I'm looking for a woman who is interested in watching the Super Bowl with a fun guy. 

I'm 49, professional, 5' 10"" with a sense of humor and enjoys a good time. 

We can watch the game at a bar or at my apartment. 

No games, just looking to watch the game with someone with the same interest. Non-smoker appreciated. Mature woman - late 30's - early 50's. Body, hair and other details don't matter. What matters is a fun minded, positive attitude and can string a sentence together!
",49,providence,separated,,,,,,,
http://providence.craigslist.org/stp/5436276544.html,Can a girl make just friends seriously,"
So I like to think of myself as a pretty laid back chill person non demanding non judgemental I get along with anyone and can have fun doing just about anything from bowling to karaoke Netflix and smoke I like science art design fashion not afraid to play sports or go hiking just looking to make some cool friends male or female like 21 to 40 tops and again no sex no orgy no three some no sex just in case some how you got the wrong idea or got confused what section you are in
",29,providence,,fit,,,,,,
http://providence.craigslist.org/stp/5436044657.html,Look for some local fun now - m4mw,"
Looking for someone to come over it's local and spend some time in bed with me. From mild to wild older single Dad here that need a release looking for her younger bi F/m
For fun I have some 420 and perc to give yeah for a clean fun bi or strieght time!! I like to please younger female with a wet pussy Could this be you. I can host all day please send back a pic and a little about what you want and need and you can text me if your Real and interested
show contact info
",,providence,single,athletic,,,,,Hazel,
http://providence.craigslist.org/stp/5414075226.html,Talk to me - m4w,"
Looking for a person who needs an ear to unload to. Be it your hub, bf, gf, fwb, who ever doesn't get you, or just pissed you off. I'm not looking to add another body to the mix, so any Ummm fwb from me is strictly by way of KiK conversation. I've tried posting to meet and nothing but fakes. Trying here cause frankly, I'm tired of, hey verify here, send to xyz email. You want to talk hit me here or send me your KiK an. No subject off limits so feel free to let loose. It all stays private, same goes if you send pics. Yea I'm a guy so if you send I'm gonna look. So be honest, be legal (18+), and well under ummm 45. Again I'm not looking to change your status, don't plan on meeting unless you have all 3 of my weaknesses. No I'm not telling you what they are.. And no, I'm not some Joe stud looking for a ""F"", more like avg Joe who lacks chat friends. Come talk and see if im ..... Me
",,providence,,,,,,,,
http://providence.craigslist.org/stp/5428549856.html,I Like A Conservative Woman - m4w,"
I'm a wm in my 50's and old school, I'm looking for a woman with common sense, who can see that all the problems in this country have a source, and not afraid to talk about it...is that you?
I don't care if you are short, tall, thin, bbw, I'm more concerned with your way of thinking, we can email, start with a cup of coffee, or whatever you would be comfortable with.
",58,providence,,average,,,,,,
http://providence.craigslist.org/stp/5416459982.html,Attrac Ez-going Man Seeks Massage Exchange with like-minded Woman - m4w,"
Hello,
I am a 57yr-old div man who loves massage - giving and receiving. I am not licensed but have exchanged massages with 2 licensed massage therapists for several years and they both said I was as good as most LMTs. I am seeking to meet someone who also loves massage and see if we click and can do this on a regular basis. I am easy-going, gentle, a little spiritual, fairly attractive, and also have a good sense of humor. I am about 5'10 and 177 lbs and live in the East Greenwich Area. If this interests you drop me a line? Thanks!

New England Man 

",57,providence,,average,,,,,,
http://providence.craigslist.org/stp/5406792460.html,If you have an interest in cars and automotive things we should chat!,"
I hope everyone is doing well! My name is Tom, I am a straight male who is looking to meet people who have an interest in cars and anything to do with automotive type of things. Whether you enjoy working on vehicles or just like looking at them it would be nice to meet some likeminded people. If you enjoy going to different automotive events like any type of auto racing, truck and tractor pulls, car shows, and honestly anything automotive I would be interested in chatting. I love anything to do with being outdoors! I realize most automotive events are over till spring, but it would be nice to meet people who are into this type of stuff over the winter! I am in the business of selling new and used auto and truck parts. I ship auto parts all over the country. Feel free and visit my website and be sure to like Tom's Auto Parts on facebook!

http://www.tomscarparts.com

http://www.facebook.com/tomsautoparts

",37,providence,,,,,,,,
http://providence.craigslist.org/stp/5435909399.html,Looking for XBox One GamerGirls - m4w,"
Looking for XBox One friends for online gaming. I'm into first person shooters. Battlefront, COD, Fallout 4, etc. looking to branch out into other genres. Add me Lord DuHamel.
",,providence,,,,,,,,
http://providence.craigslist.org/stp/5432560179.html,Whole bunch of the latest Red Plum Coupons!!! - m4w,"
Hey!!! I picked up a whole bunch of the latest Red Plum coupons---Issues 02/07/16 --and 01/31/16-1 -2 and -3 Want to hang out and meet someplace so I can deliver them to you? ----Tex--
",,providence,single,thin,♊ gemini,,Yes,rarely,Both Brown,
http://providence.craigslist.org/stp/5423631720.html,Would you like a sort of Servant? - m4w,"
Hello... how are you? Thank you for reading.

I wanted to post this ad and try to explain this concept in a little bit of detail. For starters, let me say that I am a submissive... shocker I know. I have called myself one for most of my adult life, although I shake my head at some of the things I used to do when I was younger. But that's not really the point. The point is, I've been around as a submissive for a long time and I like to think I know what I'm doing.

I would like to be a servant to someone. Beyond that, what I genuinely want to do is to ""give the gift of anything"". To be more specific. I would like to meet someone for somewhere in the ballpark of 2-3 hours at a time. During that time I would like for her to consider me a tool, an object to use for her benefit, period. I have some limits, which we can discuss ahead of time, but not all that many. We would have a safe-word in case things went off the rails. But beyond that, I will do as I am told, period. This can apply to a great many things, but as just a few suggestions. I can cook, clean, do housework, yard work, other manual labor. I can give massages, foot rubs, and other personal services. I can be a dummy to hang clothes on if you so desire. I can be a footrest or bench, or you can have me dance around like an idiot for your amusement. Be clever, be creative, and don't be hesitant.

You may wish to know what I am looking for in return... and that is just it. What I want, genuinely, is to be an object for just that period of time. I want you to not be hesitant to very simply use me. I want you to tell me what to do with no thought towards what I do OR do not want. At no time should my pleasure factor into your thoughts... but for that matter neither should my discomfort. If it so happens I enjoy something you want done, then so be it. If it so happens I don't particularly like something, then so be it as well. I will do my best not to show my preferences in the same way that a toaster doesn't have an opinion about the sort of bread you put inside it. 

My enjoyment in this is, very simply, giving you the gift of whatever you want. I want to say the word ""anything"", and for the most part, mean it. Being allowed to give that gift is what I am seeking.

So I am not sure if this ad will garner much response, but I am more than happy to talk it out with anyone who might even be a bit curious.
",34,providence,,,,,,,,
http://providence.craigslist.org/stp/5432010066.html,Pla-ton-ic. - m4w,"
Platonic adjective pla·ton·ic \plə-ˈtä-nik, plā-\ : of, relating to, or having a close relationship in which there is no romance or sex (Merriam Webster).

Note: there is no mention of a drug connection, ""massage,"" making out, adult breastfeeding, ""benefits,"" chauffeuring, or extramarital affairs. In case this is confusing, most of the aforementioned could be considered ""romance,"" occasionally service or illegal.

To further emphasize the intended nature of this section, it is labeled ""Strictly platonic."" Perhaps this is a reading comprehension issue - no surprise, as some of the writing is atrocious. Please at least attempt to post in the correct section. A majority of posts here aren't platonic, but belong in ""men seeking women,"" occasionally ""women seeking men,"" ""casual encounters"" or not on Craigslist at all. Be honest with yourself and others - looking to make out, fool around etc. should not be veiled by the word ""platonic"" or posted as such.
",28,providence,,,,,,,,
http://providence.craigslist.org/stp/5435683248.html,Twin river partner - m4w,"
Looking for someone who might like to meet at twin river once in a while. Play some slots, grab some food.
Just plutonic fun. I'm 40, tall, normal, and easy going. Just thought it'd be fun to make a new friend.
",40,providence,,hwp,,,,,,
http://providence.craigslist.org/stp/5435633982.html,Bored and looking to chat - m4w,"
Hi, I am 35 and sitting in bored tonight. I am fun, love music and sports, animals and being active. Email me if you want to chat. I don't care what you relationship status is, just be cool. I would love to find someone to eventually meet up with and maybe work out/hike with.
",35,providence,,,,,,,,
http://providence.craigslist.org/stp/5435608111.html,real 4 real - m4w,"
Any lady out there looking for a real conversation and see where it leads? Hit me up on kik smartass4life or give me a number to text you.
",,providence,,,,,,,,
http://providence.craigslist.org/stp/5409412573.html,Relationship ?? - m4m,"
Hey ya'll, 

Just your normal everyday of the mill 27 year old cept not straight lmfao. More just lookgin for someone to go on a date with perhaps to see where it may go. Goal and LTR oriented a plus please. No creepers. Thank you all. Hope to hear from sumone decent with a good head on thier shoulders. 

Ttyl, 

send photo / stats/ and what your looking for in order to get a responce please

Thanks again.
",27,providence,,,,,,,,
http://providence.craigslist.org/stp/5423862301.html,Penpal / Text Buddy? - m4w,"
Just looking for a texting buddy, someone to exchange memes, and just chit chat bout day. 

About me...

- 31 year old male
- Enjoy anime! I'm currently watching Bleach. I also enjoy Naruto. 
- Gamer! I have an xbox one console with over 100+ digital games
- Like Cars, mostly modern. not really into old school antique cars. I loves me the technology. 
- I'm a Small Talk kinda person, very random and all over the place.
- I have stuffed animals in my car and a big kid at heart.
- I love Pictures! I collect memes and have tons to share.

About You...

- I don't care where you live
- I just would like someone to talk to

Send me a Text at
show contact info


My snapchat... soccrstar
",31,providence,single,average,,,,,,
http://providence.craigslist.org/stp/5414789147.html,need to be Manscape - m4w,"
can anyone help me out I need to be Manscape trim or shave if you can get back at me with your age and how much it would cost I can not host.... 4o!5nine2-83sixtwo
",,providence,,,,,,,,
http://providence.craigslist.org/stp/5434843336.html,MWM for MWF texting friend - m4w,"
I am generally up late and I have been married 7 years and looking for a married female just for texting/email/flirting possible. If your happily, unhappily married id still like to talk. I am a great listener and cute. Put how many years youve been married in the subject line.
",,providence,,,,,,,,
http://providence.craigslist.org/stp/5434908558.html,Super Bowl - w4m,"
Are you planning on watching the game on Sunday?
Would you like to watch it with an intelligent, attractive female?

We would meet at a bar/restaurant that had the game on.....hang out and have fun.
I am divorced, healthy, fit, educated and very direct.

You should be SINGLE, non-smoker, intelligent, great sense of humor and not a druggie or heavy drinker.
Please be at least late 30's to mid 50's and hwp.
If we hit it off then we could go out again......remains to be seen!

Serious replies and I'll need to see a recent picture and trade cell numbers before we meet.
",48,providence,,fit,,,,,,
http://providence.craigslist.org/stp/5395697176.html,Relaxing Massage Wanted (woman pref. but select men might do) - m4w,"
Normal guy here looking for a normal gal (or guy even) who'd be into a strictly platonic massage exchange. Nothing more. Nothing kinky or sexy; just a straight-up, relaxing, muscle soothing massage swap. I'm also 420 friendly so if you want to puff before or after I'd be down.

Please put ""MASSAGE"" in as the subject. Cheers.
",,providence,,,,,,,,
http://providence.craigslist.org/stp/5423425118.html,I'd like a bossy/demanding friend. :) - m4w,"
So this one is a little weird... lol.

The upshot is that I'd like to make a friend who is comfortable making decisions, giving orders, and expects to get her way. This is a non-sexual, non-relationship sort of thing, but for the most part, you get what you want, and the more unapologetic you are, the better...

What do you think?
",34,providence,,,,,,,,
http://providence.craigslist.org/stp/5421278880.html,Married and lonely/bored?! - m4w,"
Let's chat. I'm tall, in shape and attractive. Friendly too. Maybe we have things in common we can talk about. Looking for a friend that can relate.
Put your eye color in the subject line. Feel free to send a pic and I'll send one back. Not looking to change anyone's lives. 
Can't believe I have to say this but women only! No men!
",,providence,,athletic,,,,,,
http://providence.craigslist.org/stp/5421976295.html,mentor/friend for girl in need - m4w,"
If you are the type of girl that needs a mentor/friend to motivate her, spank her, keep her focused, set goals, and help her........get back for more details......Thanks
",45,providence,,athletic,,,,,,
http://providence.craigslist.org/stp/5415534198.html,seeking younger male friend - m4m,"


Professional male in my 40's seeking college age male friend for coffee and good conversation. I;;m busy a lot but do have sometime here and there to enjoy. Be serious and your pic gets mine
",,providence,,,,,,,,
http://providence.craigslist.org/stp/5405672341.html,Lonely sweet gentle kind loving and kinky - m4w,"
Hello,
I am an older gentle-man who is very lonely. I'm gentle, sweet, passionate and kind but that doesn't help my situation. You see, I'm married... to a wonderful woman who has no desire to have sex, lust, passion or kink of any kind. It's a long time thing with a big extended family and if I left purely for sexual reasons, it would destroy the whole family. I tried looking in the ""Casual"" area but the only thing there are fakes and scams and prostitutes. I wish that I had someone to talk to and maybe get some feelings for to develop some trust and desire with. I'm not a guy who's done this before and I have no idea where to turn or look for a special friend. I am on the dominant side and love submissive feminine women who like hugs, kissing and holding each other. It's been a long time. I am clean, drug and disease free and don't smoke. I would love to find a discreet friend to chat with and maybe more. Someone to get to know, get a coffee, visit with once or twice a week. You can be in your 20's to 40's and petite to slightly plump and you must be okay with my situation and like tall husky broad shouldered men. Hope you say hello...
",49,providence,married,big,,,,,,
http://providence.craigslist.org/stp/5434365162.html,Motorcycle Guys - Car Guys -Guys Guys - m4m,"
I'm in my 30's, I have a wife, kids, a house, a business, etc etc. Spring is coming and I've realized that a lot of my ""friends"" don't really have a lot in common with me any more. I'm looking for some other straight guys that want to ride on the weekends, maybe have a fire, bullshit, do whatever. My family comes first and always will but I definitely need some friends with some more common interests. I'm in no way, shape or form looking for anything sexual at all. Not interested, sorry. If you're normal and you want to see if we get along, send me an email. Extra points if you feel like an idiot for reading this since I feel like one for typing it.
",30,providence,,,,,,,,
http://providence.craigslist.org/stp/5434245608.html,"LAW, L.E.O? - m4m","
I am a very ez going guy. Always looking to meet new people. I am open to friends, buds, and more.
Looking for hang out buds. I live in the north-shore, I m 6ft, 34yo, Latino, pretty ez going. I m single. Like movies, traveling, good conversation and good company. I like movies, going out, traveling, reading, and much more. I am well educated. Looking for someone nice and ez going, no drama. I have good sense of humor, likes the same. 

I m in the legal field.. would like to find someone in the legal field-arty, L.E.O for a mentor and hang out. 

Ideally would like to find someone that i can have a drink with and have a good conversation... more if happens, but mostly have a good communication.. its not mainly a hookup. I m not out, so discretion would be ideal. Be real... NO ONE LINER.. no games. I will know if you read this, if you don't ask me information that is on this already...

I have tried this before, but leads to people just wasting the time looking for a hookup. Put the word LAW on the subject so i know you read it.
",35,providence,single,average,,,,,,
http://providence.craigslist.org/stp/5434206548.html,looking for you! - w4mw,"
Well, I am a very shy person. I am not looking for sex, just looking to talk to someone and chill with? I dont think I can find this on here but I am going to give it a shot.

I would like to talk to a guy or a girl or a guy or even a couple won't matter.

I have long brown hair greenish/brownish hair, 5'3, Guatemalan. I live in Providence.

If you want to ask me anything just message me.
",,providence,,,,,,,,
http://providence.craigslist.org/stp/5434094406.html,who wants to hangout tonight ? - m4w,"
Hey
I'm 24years old, college student
wants to get a new friend, anyone wants to hangout tonight. 
I feel school drove me crazy and got me out of society! 

I'm living in E Providence, and we could hangout anywhere in PVD!
",24,providence,single,average,♑ capricorn,,,,,
http://providence.craigslist.org/stp/5414254536.html,Looking for chat partner - m4w,"
I am a mwm, 65, and looking for someone to become a penpal on CL. Marriage is not full of sparks as long ago and jst looking to get some fresh people to chat with. Not looking for anything else but chat. I usually stay up til like 3 AM so if ur a night owl, ur more than welcome to hit me up....
",65,providence,married,average,,,,,,
http://providence.craigslist.org/stp/5434090363.html,Texting buddy - w4m,"
I am looking for a texting buddy. Someone to text all day and laugh. Just talk about random shit. A buddy I can text when I am drunk. Who knows what will happen whether it stays a texting flirtation or turns into more. I am looking for a married white male. Professional. I will consider you if you are single or attached. When you respond put your relationship status int he subject line and a G rated picture would make you a prime candidate. Hope to be texting you soon.
",,providence,,,,,,,,
http://providence.craigslist.org/stp/5395210626.html,Relaxing 420 Friendly Massage Exchange? - m4w,"
Normal guy here looking for a normal female who'd be into a strictly platonic massage exchange. Nothing more. Just a straight up, relaxing massage swap. I'm 420 friendly too so if you want to puff then get a nice rub down let me know.

Please put ""MASSAGE"" in as the subject. Cheers.
",,providence,,,,,,,,
http://providence.craigslist.org/stp/5433311881.html,LA Fitness workout Partner Wanted - m4m,"
Looking for a workout partner who is in shape and driven to train Hard. I'm in shape wanting to shed last 5 pounds and get ripped for the summer. Need a partner to help motivate me and I him. I workout at LA Fitness in WARWICK. Like playing Raquetball as well for Cardio call me joe at 
show contact info
",,providence,single,athletic,,,,,,
http://providence.craigslist.org/stp/5423269838.html,gym partner ..... - m4w,"
Looking for a gym partner who can help motivate me and I'll do the same I have a gym membership at seekonk planet fitness plz be for real and send a pic I'll send one back thx looking forward to hear from you
",36,providence,,athletic,,,,,,
http://providence.craigslist.org/stp/5428605987.html,Lets Chat... - m4w,"
Looking to chat and maybe share some pics. Life is pretty vanilla so looking to make it a little more exciting without going to far. I am with a woman but pretty bored. Your age or size doesn't matter. Let's chat!
",,providence,,,,,,,,
http://providence.craigslist.org/stp/5410507801.html,Looking for a MOM - m4w,"
Hello.. i know this may sound strange but not if you never had one or got to know your mom... I would like to find someone out there that may want to be friends.. i never had a mom growing up and would love to know what it's like to have real home cooked meal... i would also in return help you with whatever you may need around your house.. just looking to fill a void i have in my life.. please write me and we can talk more.. thanks...
",32,providence,,,,,,,,
http://providence.craigslist.org/stp/5425773736.html,420 looking for new friend - m4w,"
420 looking for new friends. If you like chillin , give me a buzz. Not a booty call.have a nice day
",57,providence,,,,,,,,
http://providence.craigslist.org/stp/5428220573.html,In Town on Business Feb. 22nd - m4w,"
Hey there. 45 yo professional male here, in town on business the week of Feb. 22nd. I have no idea what kind of fun I can find within a reasonable distance of Franklin, but I sure am willing to find out. Company is paying for everything, so if there are any ladies out there who can show me some good places to hang out I would be very appreciative. Age and race doesn't matter, and I'm up for just about anything. Drop me a line if you're curious. Hope ya have a great night!
",45,providence,,athletic,,,,,,
http://providence.craigslist.org/stp/5432419435.html,Adventure pal? - m4w,"
Subject pretty much states it. I want someone who's down to go on adventures or something with me. Essentially the Chewbacca to my Han Solo. I really want to go ""UFO hunting"", which entitles getting high as fuck and looking at the stars in like Charlestown or something. I'm a 22 yr old comp sci major, comic book geek and pizza enthusiast that likes music too much and is hella awkward sometimes. I was also voted most likely to suck eggs, and I actually say hella unironically.
",22,providence,,average,,,,,,
http://providence.craigslist.org/stp/5432279680.html,Smart quirky Guy needs OUT with Fabulous Quirky Woman - m4w,"
Your choice of movie. I want to get out this weekend with someone. I typically connect better with women - men are hard to crack. 

I'm not interested in exchanging pics. I don't need to see you to see a movie with you. If you have another idea of something to do, like ice skating or... ANYTHING I'm open to suggestions. I would prefer someone that shares some of the things I enjoy. I love the outdoors. Hikes, camping, walks, beaches. I love enjoying the sounds that emanate from forests. I love many songs and don't know the lyrics to most of them but sing along anyway. The sound and rhythm just speaks to me. Some artists: maroon 5, Adele, Benny Goodman, Frank Sinatra, Louis Armstrong, AC/DC, DJ Tiesto, Zomboy, Trace Adkins are a small selection.

I'm old school and love old things. Again, they speak to me and I hear and respect their stories. And I'm not talking about actually speaking. I'm not crazy, just quirky.

The shallow stuff: Superbly good looking with blond hair, chiseled jaw, 6'1"" tall with an athletic body. Fabulous red mustache included. ...do you believe me?

I have many older friends but none my age, so let's try to stay in that range, but the number of revolutions around the sun can be arbitrary. Women only need apply. No girls accepted. I'm talking mentally/emotionally. I look forward to communicating with you via legacy methods in the near future.
",34,providence,separated,athletic,,,,,,
